75 8007064 6529362 7019585
76 7805993 6580214 7123582
77 8149567 6309364 6789515
78 7668131 6455664 6914996
79 8267493 6535625 6980144
80 7759726 6667212 7096293
81 8201449 6999804 7389192
82 8161276 7095383 7288907
83 8113487 7362724 7727708
84 7981191 6931485 7525174
85 7597169 7162984 7770890
86 8105864 7124135 7699713
87 7715086 7314768 7716760
88 8132921 7216396 7750043
89 7783192 7133132 7561171
90 7918232 7235144 7844925
91 8058635 7093884 7407525
92 7890417 7085758 7485284
93 8189717 6747953 7196355
94 7698760 6814624 7289163
95 8203106 6630276 7189811
96 7717023 6487519 6978973
97 7894334 6449896 7218202
98 7816881 6409916 6929762
99 8003090 6685806 7179319
100 8227462 6606944 6926312
101 7872402 6851686 7286868
102 8263112 6827097 7231939
103 7879476 7023489 7354554
104 8269946 7072978 7499275
105 7857396 7095484 7443365
106 7992472 7232398 7815946
107 7820303 7068498 7655256
108 7797450 7329001 7878384
109 8182918 7215297 7605950
110 7731305 7203508 7641673
111 8133754 6912642 7495724
112 7565848 6859148 7419768
113 8006211 6718693 7359136
114 7630578 6408852 7009132
115 7937814 6573175 7075728
116 8175928 6355829 6653709
117 7791582 6580688 7110914
118 8277210 6494386 6772618
119 7919495 6725993 6949796
120 8239162 6717983 7167260
121 7737379 6847939 7314612
122 7932408 7073713 7707846
123 7854683 7007974 7498600
124 7874091 7330735 7818913
125 8057083 7073492 7569635
126 7600876 7264633 7855529
127 8159939 7147349 7658538
128 7753404 7262971 7644327
129 8189781 7143849 7615815
130 7813569 6889367 7229922
131 7943869 6819545 7396533
132 8106955 6547268 6873659
133 8085913 6734319 7001037
134 8529014 6483682 6586859
135 8180649 6547826 6487154
136 8987096 6432326 6169292
137 8679553 6511171 5972434
138 9276044 6775013 6078775
139 9133674 6702006 5875567
140 9215685 7031324 6221759
141 9675392 7106625 5936561
142 9607744 7733015 6371245
143 10338177 8021049 6282121
144 9863551 8375702 6632372
145 10354974 8515794 6815522
146 10075609 8796007 6931545
147 10404786 9180405 7320045
148 10542504 9137284 6931661
149 10537531 9338190 7193521
150 10844263 9211805 6942966
151 10563988 9499288 7041237
152 11142833 9352212 6866958
153 10752192 9298374 6710132
154 10865006 8895332 6623283
155 10498115 8441356 6247652
156 10553017 8375408 6268872
157 10487281 7989058 5995693
158 9914973 7986637 6343819
159 10075604 7695388 6304839
160 9317580 7991928 6848117
161 9503179 8004283 7271524
162 8463359 7880492 7654281
163 8240571 7684147 8092612
164 7663823 7560979 8308970
165 7135137 7697468 8968776
166 7193582 7624953 9008888
167 6712316 7825628 9307454
168 6923489 7536801 9340365
169 6214358 7456225 9346194
170 6800029 7422429 9315692
171 6371768 7237841 9091428
172 6482821 7058661 9046428
173 6679533 6831285 8585572
174 6457987 6917756 8747732
175 6981917 6833173 8479190
176 6471799 6794711 8555958
177 6878966 6510973 8351303
178 6554239 6486624 8079013
179 7071207 6728118 8245098
180 6916245 6718424 8140865
181 6935290 7088228 8528942
182 7554630 7028470 8052371
183 7184665 7264715 8249473
184 7836661 7270306 8116270
185 7560122 7563022 8110124
186 8236573 7639364 8078120
187 7897854 7571195 7857400
188 7941909 7498456 8152112
189 7840121 7292174 7837010
190 7761030 7302832 7924406
191 8050856 7036012 7554415
192 7641839 7053877 7672633
193 8087719 6795094 7487199
194 7607859 6698782 7207864
195 8046733 6653984 7244167
196 7899339 6527314 6934592
197 7931902 6655995 7227670
198 8005108 6437606 6949607
199 7684510 6593864 7170365
200 8195614 6504965 7041033
201 7720384 6817842 7280843
202 8362900 7123857 7448013
203 8004552 7192826 7381080
204 8230242 7389367 7746713
205 8080208 7210402 7498056
206 7975971 7418581 7814835
207 8131538 7191969 7635792
208 7791380 7432892 7815130
209 8343775 7273991 7663352
210 7741187 7115978 7531326
211 7926197 6918249 7582721
212 7648632 6674841 7279921
213 7698125 6726017 7513423
214 7863059 6445532 7132891
215 7681597 6579429 7181108
216 8126904 6448450 6937059
217 7835791 6635152 6955568
218 8258509 6553278 7055042
219 7725467 6587288 7035046
220 8148099 6768976 7224891
221 8177125 6736629 6914150
222 8151332 7060277 7288253
223 8343129 6920082 7185681
224 7986022 7253879 7546415
225 8280584 7183016 7604604
226 7881405 7337076 7615294
227 8253855 7353535 7763306
228 7954059 7293069 7507907
229 8167936 7381389 7756832
230 8103675 7101849 7433298
231 7864731 7195590 7618153
232 8165318 6835954 7299675
233 7736028 6864311 7310584
234 8249538 6570251 7067794
235 7871069 6607738 6878370
236 8139658 6524446 7060152
237 7922877 6426577 6774757
238 8059679 6680252 7022042
239 8272331 6475321 6770727
240 8065310 6745690 6877764
241 8607234 6842147 6955619
242 8171233 7235149 7220954
243 8565526 7059274 7229530
244 8085643 7177739 7276100
245 8368534 7496013 7628806
246 8247347 7351513 7552838
247 8090717 7645301 7909467
248 8321596 7317919 7649459
249 7994292 7484637 7715282
250 8439974 7244467 7494326
251 8010471 7180128 7362075
252 8317628 7028333 7326974
253 8149130 6858510 6909524
254 8274044 6988905 7110601
255 8210708 6673607 6997948
256 7950283 6812046 7083279
257 8542613 6673999 6750703
258 8074933 6715787 6806564
259 8412170 6624132 6889582
260 8086745 6870770 6961933
261 8314513 6995390 7263906
262 8365561 7065299 7044400
263 8178587 7221255 7361598
264 8447824 7166757 7249647
265 8033457 7420809 7563050
266 8528109 7352556 7499849
267 8236363 7553945 7478512
268 8535104 7414221 7492132
269 8194619 7311156 7368269
270 8349580 7390578 7529883
271 8393763 7095456 7150901
272 7943355 6954290 7224344
273 8175501 6640248 7078690
274 7945764 6929555 7071311
275 8604717 6773653 6864135
276 8289254 6806613 6651309
277 8559793 6770061 6787831
278 8385003 6497062 6487086
279 8239481 6697356 6835694
280 8643186 6688688 6565603
281 8312866 7004727 6934301
282 8531368 6975493 7107229
283 8148791 7271509 7259693
284 8720097 7415809 7358367
285 8498274 7557555 7238788
286 8678537 7801093 7671924
287 8463798 7468293 7469360
288 8261834 7640999 7670490
289 8693873 7427329 7340803
290 8329417 7569748 7396031
291 8690396 7330342 7307677
292 8214422 7204809 7119270
293 8693156 7260215 7132812
294 8483172 6988234 6835677
295 8414472 6974211 6950193
296 8730589 6723130 6419059
297 8508767 6895534 6591530
298 8846827 6701386 6490026
299 8477850 6894490 6569758
300 8931762 6914188 6682304
301 8637035 7084611 6680507
302 8896988 7408178 7104950
303 8959673 7394580 6769229
304 8709332 7629328 7310315
305 8877379 7530555 7247842
306 8544796 7812199 7412820
307 9038991 7683545 7380210
308 8556558 7788954 7363657
309 8853057 7777385 7607264
310 8497810 7638810 7372538
311 8686282 7743997 7468213
312 8869052 7326642 6932791
313 8495622 7389110 7090420
314 8891313 7083479 6860872
315 8423242 7104661 6772713
316 8974020 7007172 6727536
317 8622218 6973046 6556983
318 8814469 7049132 6806642
319 8864390 6997594 6483294
320 8780070 7307629 6893385
321 9014505 7179653 6744759
322 8649704 7594307 7157619
323 9202294 7580495 7048807
324 8614254 7639408 7228348
325 9124458 7788467 7334269
326 9117722 8004714 7172467
327 9182073 8093140 7428416
328 9083923 7847763 7247918
329 8796133 7998944 7538873
330 9142212 7758423 7234374
331 8820791 7815914 7085484
332 9221575 7523518 6993218
333 8685325 7316072 6770751
334 9142800 7382092 6824284
335 8891303 7116991 6547241
336 8832400 7232877 6804071
337 8978312 6969038 6511465
338 8670308 7253621 6829658
339 9028533 7138165 6757600
340 8683658 7346741 6842870
341 9207393 7510887 7013112
342 9039518 7780881 6948071
343 9272039 7965278 7293354
344 9240746 7879371 7040562
345 9107973 8153572 7366646
346 9331944 8004811 7325357
347 8817311 8256609 7584747
348 9097531 7996242 7593016
349 8562965 7947355 7535170
350 9188586 8182993 7633184
351 8914214 7931974 7257344
352 8876958 7855364 7407812
353 8930080 7472426 6986312
354 8579079 7403746 7149896
355 8938275 7191840 6832308
356 8485538 7307947 6943168
357 9051104 7275422 6824301
358 8576356 7166854 6791284
359 8891988 7380812 7028373
360 8903137 7342704 6778271
361 8892000 7647517 7143270
362 9115567 7619523 7091824
363 8438309 7719154 7485353
364 9143644 7773398 7352700
365 8424484 7893226 7662396
366 8769401 7921897 7788407
367 8546066 7929554 7640631
368 8830038 8105229 7781551
369 9004508 7948904 7445760
370 8543018 7984022 7711362
371 8889680 7686564 7414689
372 8254020 7533653 7391015
373 8613814 7215125 7230982
374 8334707 7206703 6997687
375 8930494 7299176 6933843
376 8657659 7094685 6731412
377 8238873 7046211 7241950
378 8034721 6660008 7114711
379 7982897 6984016 7225969
380 8696542 7031860 6977179
381 8222782 7240677 7149469
382 8654382 7269349 7336911
383 8240992 7208452 7216175
384 8496712 7471088 7549798
385 8590492 7545215 7400363
386 8353659 7790684 7834277
387 8336599 7556984 7794433
388 8002607 7752906 7916705
389 8486269 7652488 7886614
390 7971937 7493019 7709824
391 8293305 7387815 7722555
392 8005590 7107683 7440240
393 7935454 7098453 7604398
394 8086309 6698978 7118601
395 7641667 6818346 7403040
396 8060227 6557768 7127208
397 7674443 6622273 7074367
398 8193844 6558309 7016188
399 8024109 6690054 6832998
400 8339147 6858848 7029252
401 8299389 6843020 6962194
402 8162518 7264160 7489783
403 8395482 7177706 7391222
404 7968127 7422745 7598912
405 8346109 7267911 7676421
406 7845099 7416352 7781594
407 8160387 7493882 7942153
408 7926036 7346655 7649352
409 8142297 7498062 7794027
410 8325540 7180090 7359607
411 7959766 7345167 7659412
412 8068063 6941707 7519871
413 7605584 6844937 7342718
414 8347920 6682834 7043430
415 8027097 6564304 6804270
416 7859699 6616726 7317452
417 7841707 6441531 6986406
418 7810810 6595314 7201197
419 7965315 6443656 7031113
420 7593765 6691198 7280101
421 8055741 6548875 7190276
422 7759619 6852472 7244130
423 8314068 7112819 7485930
424 7950095 7110855 7450791
425 8025747 7435015 7880782
426 8124825 7268538 7584587
427 7855608 7456086 7925883
428 8167745 7310318 7675424
429 7945739 7585320 7829227
430 8401009 7320085 7692394
431 7807198 7171413 7502188
432 7987453 7023635 7672375
433 7841357 6825593 7253663
434 8089550 6911823 7285489
435 8115103 6567394 6928129
436 7715609 6572562 7122942
437 8162152 6391700 6882503
438 7806721 6448176 6830763
439 8364256 6514816 6842400
440 7918950 6621322 6911092
441 8093482 6873623 7384769
442 8020492 6835143 7179189
443 8013867 7100924 7535081
444 8229756 7096413 7399863
445 7828838 7269458 7760146
446 8046410 7069828 7744174
447 7636919 7257846 7744478
448 8205791 7394123 7920577
449 7770352 7313534 7777258
450 7758033 7315113 8003700
451 8029111 7213576 7642513
452 7985991 7380343 7654963
453 8234960 6915784 7295558
454 7665601 6836968 7377616
455 8189871 6620694 7139717
456 7880496 6617665 6940104
457 8000421 6458712 7128967
458 7722390 6342698 6946158
459 7942765 6738930 7234252
460 8167677 6643975 7021223
461 7761871 6900520 7302399
462 8342432 6857539 7191549
463 7824828 6988696 7321620
464 8293170 6981353 7461024
465 7855542 7175487 7501459
466 8054358 7342404 7875397
467 8073789 7255225 7573784
468 8105654 7501127 7825545
469 8174312 7249669 7716950
470 7666605 7349943 7871239
471 8127130 7089217 7602625
472 7837267 7043001 7364143
473 8310311 6998719 7341644
474 7924921 6711414 7041231
475 7891047 6706172 7351643
476 8029064 6577752 6929575
477 8033941 6786774 7037524
478 8139140 6381071 6912330
479 7668223 6530575 7017829
480 8070374 6444078 7102590
481 7646548 6514127 7046604
482 8192310 6906551 7409572
483 8059193 6981147 7271388
484 8022212 7238715 7671284
485 8159269 7117274 7453930
486 7773974 7394086 7885478
487 8124469 7246471 7777093
488 7669903 7390303 7847591
489 8339971 7378867 7710680
490 7933104 7285336 7548809
491 8151555 7359331 7808447
492 7856670 6991005 7491723
493 7724339 6926839 7571593
494 7887626 6453421 7138066
495 7404143 6526483 7316831
496 8052015 6383047 7041776
497 7798989 6617550 6972602
498 8327006 6704706 7114983
499 8037626 6695897 6873506
500 8171387 6882914 7171910
501 8110643 6687681 7004264
502 8007288 7113235 7361310
503 8439735 7150865 7293849
504 7960340 7284676 7447752
505 8442279 7293170 7563210
506 7910649 7342641 7625838
507 8152309 7514271 7938827
508 8126458 7427917 7689441
509 7963675 7516991 7930530
510 8072948 7140207 7663965
511 7753265 7210133 7710842
512 8224423 6950987 7397281
513 7705122 6946072 7376086
514 8130525 6729318 7262485
515 7730222 6539412 7052884
516 7963444 6561332 7159864
517 7963171 6312860 6751151
518 7852783 6633575 7095669
519 8220246 6465405 6819936
520 7747072 6617526 7064011
521 8084053 6691223 7286033
522 7712760 6956415 7330009
523 8226842 7091638 7520058
524 7879622 7133057 7482861
525 8026255 7403215 7807239
526 8140353 7283536 7576542
527 8007906 7693505 7940599
528 8274556 7431346 7788955
529 7726675 7513372 7917529
530 8184234 7293985 7749755
531 7935785 7206046 7482067
532 8229540 7275087 7642441
533 8178380 7022132 7159738
534 8076074 6966227 7290335
535 8130488 6602581 6990357
536 7718070 6592964 7033231
537 8217562 6325884 6768334
538 7660798 6377053 6909942
539 8012195 6332341 6988245
540 7828155 6544499 6903180
541 8197268 6933465 7249613
542 8304167 6944911 7039513
543 8095751 7402952 7659528
544 8291469 7195140 7520373
545 7869911 7420891 7700233
546 8317611 7341155 7796081
547 7728958 7458164 7842587
548 8171892 7475178 7961804
549 7925140 7411023 7732141
550 8035036 7583017 7996440
551 8264052 7326398 7543251
552 7804992 7212789 7656270
553 8194012 6895310 7376718
554 7772168 7120747 7467944
555 8331050 6984362 7398046
556 7805440 6806423 7175460
557 8314948 7004657 7251275
558 8219826 6863566 6990981
559 8059070 6927982 7253194
560 8222512 6698829 6977769
561 7895990 7023840 7371232
562 8336748 6945575 7333624
563 7832661 7214507 7530244
564 8448798 7541524 7776826
565 8113306 7625891 7775083
566 8466331 7886743 7988533
567 8315871 7531282 7606490
568 8045241 7723057 7990461
569 8610609 7672587 7681213
570 8109531 7837681 7881365
571 8411504 7611954 7956349
572 7885116 7509104 7752416
573 8228223 7272200 7694744
574 8012963 7089626 7352244
575 8019307 7143676 7604971
576 8092501 6865942 7200623
577 8106369 7103028 7291998
578 8596472 6910325 6975299
579 8154533 7003357 7018543
580 8568085 7008427 7146586
581 8146539 7093983 7116896
582 8382336 7228058 7446141
583 8270955 7287891 7330287
584 8181478 7556224 7763169
585 8340312 7507463 7695571
586 8036177 7842670 8052485
587 8559221 7738789 7791924
588 8062021 7742895 7821303
589 8534356 7706774 7851800
590 8221762 7615961 7626335
591 8313968 7615975 7827970
592 7988262 7196736 7550920
593 7790396 7194762 7771863
594 8012676 6794411 7393884
595 7609478 6793011 7367794
596 8225042 6687402 7057158
597 7937028 6821404 6982283
598 8449013 6867608 7083763
599 8212170 6809223 6844726
600 8471399 7145854 7145110
601 8523247 6899755 6877121
602 8282934 7257950 7256383
603 8827167 7329151 7155696
604 8262288 7547129 7470085
605 8577067 7494455 7597281
606 7998220 7507297 7662112
607 8399586 7616538 7823367
608 8128552 7423215 7601705
609 8024721 7563880 7944269
610 8228312 7296014 7641427
611 7665325 7264208 7842391
612 8005825 6921662 7570039
613 7601808 6962198 7527798
614 8131358 6838862 7397871
615 7862996 6733024 7002470
616 8184670 6749420 7088773
617 8034946 6516713 6824389
618 7825368 6576659 7072951
619 8153952 6355536 6749164
620 7721523 6542397 6953935
621 8243319 6467666 6907810
622 7861442 6815802 7086100
623 8350699 7006580 7322996
624 7889915 6926404 7244637
625 8031654 7100178 7669756
626 7887288 6970551 7479882
627 7730352 7240466 7818136
628 8113255 7031140 7565365
629 7553467 7084961 7656993
630 7987921 6886563 7625292
631 7370062 6744350 7516613
632 7679974 6645735 7612247
633 7688082 6600019 7146239
634 7794825 6655303 7283599
635 8041226 6343504 6796276
636 7745038 6535058 7020672
637 8198824 6275815 6766831
638 7677341 6406363 6866156
639 8102390 6302724 6912781
640 7732364 6462018 6897590
641 7967998 6556523 7167214
642 7960427 6491536 6848941
643 7871508 6946080 7467474
644 8188738 6870121 7211612
645 7821401 7039001 7463304
646 8218573 6962439 7447489
647 7782102 7172803 7479896
648 8082160 7039377 7654167
649 7710096 6986282 7498085
650 8019679 7142019 7617492
651 8072131 6814154 7268633
652 7724009 6967742 7520939
653 8056508 6702517 7246935
654 7549539 6663005 7255667
655 7975836 6414769 7109407
656 7642811 6253626 6761726
657 7863342 6176308 6915555
658 7893527 6199453 6620086
659 7815349 6397496 6965570
660 8039023 6307251 6754846
661 7625965 6485329 7092725
662 8052441 6431277 7048858
663 7711422 6673581 7117918
664 8170141 6773967 7279999
665 7694660 6775045 7342269
666 7939740 7034738 7679231
667 7994277 6936767 7397179
668 7697893 7120476 7763448
669 8073380 7013688 7516610
670 7738951 7199318 7730144
671 8183896 7060662 7577017
672 7646692 6952860 7436238
673 7900510 6649920 7454481
674 7715217 6525121 7096930
675 7909666 6601161 7130337
676 7949961 6040683 6535831
677 7707307 6171421 6799809
678 7997025 6033691 6696245
679 7436870 6120863 6884880
680 7883040 6096995 6982924
681 7612496 6337731 6928992
682 8086070 6541187 7092200
683 7928444 6695766 7096889
684 7662694 6958555 7820766
685 7897228 6805076 7451710
686 7804360 7086675 7555726
687 8185817 7068633 7552916
688 7757993 7153990 7544784
689 8139570 7113432 7682177
690 7793843 6904364 7365585
691 7924966 6845393 7466517
692 7873938 6439547 6974792
693 7952677 6592387 6996365
694 8482795 6419690 6487252
695 8210195 6544068 6499485
696 8784023 6318436 6158872
697 8510284 6235961 5876770
698 8977086 6369133 5994122
699 8950716 6316026 5615059
700 9328977 6833535 5933659
701 9727194 6937004 5694673
702 9505603 7280289 6057493
703 9864545 7357545 6093441
704 9698043 7955020 6411160
705 10113904 8101707 6674989
706 9744445 8264769 6665252
707 10470857 8891320 6975458
708 10735946 9086384 6723588
709 10659171 9323620 7060105
710 10863783 9170393 6843810
711 10518912 9434950 7156154
712 10964270 9268813 6954828
713 10444845 9101780 6781746
714 10844678 8690667 6431040
715 10627463 8347590 6008856
716 10477593 8143635 6096524
717 10426351 7623046 5630643
718 10203080 7815748 5920687
719 10268062 7647682 5990695
720 9374809 7744803 6517953
721 9157408 7412115 6999429
722 8200272 7401066 7349723
723 8323606 7609438 7988394
724 7677817 7459111 8144907
725 7365919 7655007 8768910
726 7377754 7490306 8693456
727 6866124 7739302 9165729
728 6943673 7431301 9228417
729 6240764 7465013 9441877
730 6480330 7368213 9562668
731 6263671 7226542 9217405
732 6495533 7058135 9136117
733 6371830 6597646 8603286
734 6143532 6660282 8865091
735 6451462 6352840 8507670
736 6156294 6441876 8437957
737 6762137 6346899 8296002
738 6488877 6428458 8141711
739 6887635 6344182 8116376
740 6674655 6252291 7801273
741 6970618 6537629 8125120
742 7271166 6610280 7742918
743 7390670 7036480 7918439
744 7799278 6930681 7778185
745 7280876 7172568 8031613
746 7815501 7185394 8038132
747 7447169 7286104 8009891
748 7950650 7499089 8144612
749 7828584 7375658 7833176
750 7933859 7345469 7883316
751 8090799 7076604 7452701
752 7624667 7101250 7667081
753 7871126 6778285 7564077
754 7505965 6734433 7303556
755 8090821 6548018 7127931
756 7756244 6381609 6785593
757 7966110 6331468 6923095
758 7745167 6132677 6742848
759 7545178 6316489 7097975
760 7927337 6245436 6867899
761 7526234 6464260 7079028
762 8044275 6423232 7097454
763 7559139 6686559 7275585
764 7909283 6839419 7540052
765 7736131 6878658 7412967
766 7864617 7115089 7728432
767 8088201 7005363 7362274
768 7852290 7224765 7681123
769 8096769 6986684 7454670
770 7539853 7105945 7695313
771 8005656 6988710 7694106
772 7607567 6912265 7499749
773 7925867 6831259 7500442
774 7902146 6564092 7004343
775 7732594 6456759 7204951
776 7546744 5973114 6879486
777 7429107 6232109 7066938
778 7977595 6147076 6820348
779 7669069 6231819 6707997
780 7939481 6126578 6945216
781 7500912 6217210 6867189
782 7921642 6506772 7164825
783 7974355 6610589 6993085
784 7949065 7014946 7421825
785 8216837 7009558 7276461
786 7715292 7122630 7688914
787 8212744 7130184 7602650
788 7867744 7260133 7485292
789 8189140 7133987 7656603
790 7746769 6919560 7466207
791 7902753 7073679 7629386
792 8004817 6832577 7259582
793 7678054 6863206 7483516
794 7885043 6357375 7122778
795 7274160 6304493 7210368
796 8033290 6311760 6967767
797 7758604 6361088 6784404
798 8018224 6177805 6846364
799 7846506 6162431 6550933
800 8165361 6548614 6897248
801 8129044 6377615 6754334
802 7969631 6753212 7017402
803 8456680 6747519 6952317
804 7988257 6970175 7201926
805 8457212 7030119 7296286
806 7996550 7127113 7342641
807 8139258 7191293 7652156
808 7926285 7125934 7530351
809 8007277 7413885 7863155
810 8097370 7064155 7516041
811 7681765 7094315 7619852
812 8093499 6739447 7372803
813 7563137 6647239 7203966
814 8062289 6464913 7063438
815 7575813 6214498 6809569
816 7874094 6258877 6959810
817 7899764 6050027 6558784
818 7927441 6321470 6764132
819 8170086 6120146 6538141
820 7873284 6455813 6780245
821 8313773 6393820 6782986
822 7805365 6599545 6964115
823 8290414 6882193 7213052
824 8045533 6878442 6988540
825 8267106 7143249 7371373
826 8319221 7005525 7136795
827 8013425 7351555 7603974
828 8257438 7081529 7450577
829 7883746 7281491 7557367
830 8243434 7190559 7638729
831 7910137 7205130 7485769
832 8283748 7070642 7359825
833 8073569 6782318 7034594
834 8121972 6877209 7226367
835 8308905 6584467 6751758
836 7957825 6579890 6891524
837 8173447 6204461 6703220
838 7794796 6235745 6582015
839 8371302 6286284 6605940
840 8005765 6325392 6546422
841 8180093 6559150 6957546
842 8035240 6526196 6815422
843 8150539 7007640 7224156
844 8556043 6956974 6934672
845 8181784 7204441 7259971
846 8676722 7218873 7230938
847 8300367 7404901 7227154
848 8709770 7515157 7390178
849 8432017 7441102 7264903
850 8530625 7442504 7446547
851 8415528 7130119 7119488
852 7942067 7087446 7438053
853 8207435 6745084 7077988
854 7941537 6834993 7098027
855 8283657 6617135 6982712
856 7956605 6563552 6716498
857 8696832 6774615 6756504
858 8454533 6720075 6536642
859 8381011 6751505 6765486
860 8522890 6481203 6430434
861 8224778 6750904 6738115
862 8668200 6681638 6680011
863 8265643 7000746 6882841
864 8838909 7117062 6979553
865 8448404 7186862 6976077
866 8672775 7509287 7386818
867 8773300 7412371 7037009
868 8439359 7578817 7473561
869 8593824 7377525 7351024
870 8256237 7550035 7494420
871 8846567 7421615 7237440
872 8242216 7352021 7219545
873 8525830 7153472 7272177
874 8193936 6952417 6963813
875 8449064 6925203 6942925
876 8533780 6672642 6545709
877 8556278 6999819 6681877
878 8822374 6665638 6444217
879 8351654 6787291 6636762
880 8709292 6607991 6592691
881 8320326 6700684 6522928
882 8973158 7082965 6702750
883 8665975 6993798 6639657
884 8655444 7449538 7204879
885 9117063 7671459 7047604
886 8810434 7942671 7351727
887 9220079 7754050 7144469
888 8667822 7874761 7362303
889 9109484 7843248 7396273
890 8526915 7750840 7364582
891 8843850 7627999 7358865
892 8754546 7501894 7007035
893 8773632 7649336 7191517
894 8919987 7181710 6815313
895 8671679 7396603 6943231
896 9067889 7097079 6739123
897 8456129 6992589 6704039
898 8976008 7023878 6686222
899 8702375 6962793 6497811
900 8845182 7102966 6807155
901 8765693 6925976 6619145
902 8656055 7255585 6891774
903 9196659 7246031 6733364
904 8615984 7552206 7071814
905 9231775 7820542 7305059
906 8846807 7977592 7336587
907 9170358 8105648 7517059
908 8878922 7955446 7381245
909 8883227 8063476 7601811
910 8989716 7762150 7316626
911 8570314 7774626 7520288
912 8981798 7577863 7300427
913 8404388 7558718 7295593
914 8922569 7367526 7138992
915 8545725 7224540 6845548
916 8754201 7217806 7075050
917 8576838 6968682 6780306
918 8605138 7174210 6981855
919 8912293 7036918 6669649
920 8612688 7178236 6840035
921 8985657 7155827 6845543
922 8750201 7424153 6839530
923 9087319 7571166 7205567
924 8494490 7596497 7329506
925 8599557 7777593 7705875
926 8524156 7711342 7589470
927 8524440 7920608 7684285
928 9070428 7855361 7482013
929 8421507 7853044 7616406
930 8699580 7592791 7594577
931 8183028 7514991 7524134
932 8510368 7546588 7665223
933 8051196 7166655 7381458
934 8202877 7267116 7473400
935 8367549 6818949 6945242
936 8029878 6788768 7037037
937 8409621 6599237 6849203
938 7709353 6513045 6985344
939 8151480 6420606 6951619
940 7827307 6499486 6829239
941 8285357 6815652 7153796
942 8271576 6893735 6994771
943 8205070 7171907 7323749
944 8434244 7091170 7230989
945 8007588 7355424 7565777
946 8508297 7341485 7530278
947 7848563 7435715 7757313
948 8283792 7446312 7835564
949 8197062 7519893 7545310
950 8042387 7459904 7966603
951 7901347 7166582 7688184
952 7938065 7407350 7774135
953 8170238 6918023 7359154
954 7545152 6753221 7394446
955 8088827 6592999 7227735
956 7801218 6689560 7011423
957 8206689 6667544 7053801
958 8034708 6321887 6559469
959 8005531 6464177 6956978
960 8055749 6311683 6781630
961 7544090 6633369 7345952
962 7840410 6509789 7383946
963 7468724 6732232 7394343
964 7996589 6810083 7507547
965 7859379 7078565 7395396
966 8067150 7293356 7762290
967 7934353 7073309 7504995
968 7756172 7312324 7987757
969 7750311 6925017 7768771
970 7241693 7027441 7882161
971 8018096 6995319 7715598
972 7661133 7083915 7556693
973 8021909 6960503 7598210
974 7724667 6619784 7126257
975 7743497 6495473 7275850
976 7577080 6197792 7119059
977 7533695 6320226 7106541
978 8207202 6284151 6655709
979 7919791 6503002 6766880
980 8146058 6360236 6939089
981 7653436 6410210 6891668
982 8084397 6718578 7208624
983 7911877 6609491 7009508
984 7949275 6895718 7314608
985 8101281 6864916 7299817
986 7665825 7104910 7667653
987 8186780 7072949 7604292
988 7547291 7292927 7851820
989 7872588 7218080 7953006
990 7531739 7035129 7703045
991 7728761 7104357 7874356
992 7718579 6886744 7499858
993 7721522 7030864 7629567
994 7874804 6550227 7320523
995 7441732 6615757 7365014
996 8079791 6506860 7143330
997 7668096 6459369 6975525
998 8035191 6429060 7071256
999 7741690 6252135 6764679
