0.0	7409895.0
1.0	7768122.0
2.0	7595859.0
3.0	7961674.0
4.0	7828517.0
5.0	8093681.0
6.0	8049244.0
7.0	8009768.0
8.0	8072059.0
9.0	7762347.0
10.0	7945785.0
11.0	7578080.0
12.0	7834515.0
13.0	7669140.0
14.0	7573621.0
15.0	7640810.0
16.0	7434359.0
17.0	7588193.0
18.0	7252108.0
19.0	7524253.0
20.0	7314346.0
21.0	7717250.0
22.0	7749175.0
23.0	7758952.0
24.0	7993267.0
25.0	7926000.0
26.0	8233467.0
27.0	8027901.0
28.0	8278736.0
29.0	7971189.0
30.0	7927079.0
31.0	7834880.0
32.0	7479588.0
33.0	7571386.0
34.0	7239125.0
35.0	7501678.0
36.0	7145093.0
37.0	7315936.0
38.0	7260251.0
39.0	7212427.0
40.0	7374665.0
41.0	7324724.0
42.0	7754436.0
43.0	7623447.0
44.0	7957597.0
45.0	7694826.0
46.0	7792466.0
47.0	7895019.0
48.0	7810767.0
49.0	7961632.0
50.0	7670752.0
51.0	7951683.0
52.0	7539742.0
53.0	7510241.0
54.0	7370228.0
55.0	7223427.0
56.0	7222354.0
57.0	6964689.0
58.0	7228546.0
59.0	6955617.0
60.0	7320951.0
61.0	7311909.0
62.0	7484279.0
63.0	7554745.0
64.0	7438528.0
65.0	7643115.0
66.0	7452471.0
67.0	7886992.0
68.0	7809260.0
69.0	7954861.0
70.0	7690345.0
71.0	7593229.0
72.0	7526840.0
73.0	7288918.0
74.0	7424772.0
75.0	7019585.0
76.0	7123582.0
77.0	6789515.0
78.0	6914996.0
79.0	6980144.0
80.0	7096293.0
81.0	7389192.0
82.0	7288907.0
83.0	7727708.0
84.0	7525174.0
85.0	7770890.0
86.0	7699713.0
87.0	7716760.0
88.0	7750043.0
89.0	7561171.0
90.0	7844925.0
91.0	7407525.0
92.0	7485284.0
93.0	7196355.0
94.0	7289163.0
95.0	7189811.0
96.0	6978973.0
97.0	7218202.0
98.0	6929762.0
99.0	7179319.0
100.0	6926312.0
101.0	7286868.0
102.0	7231939.0
103.0	7354554.0
104.0	7499275.0
105.0	7443365.0
106.0	7815946.0
107.0	7655256.0
108.0	7878384.0
109.0	7605950.0
110.0	7641673.0
111.0	7495724.0
112.0	7419768.0
113.0	7359136.0
114.0	7009132.0
115.0	7075728.0
116.0	6653709.0
117.0	7110914.0
118.0	6772618.0
119.0	6949796.0
120.0	7167260.0
121.0	7314612.0
122.0	7707846.0
123.0	7498600.0
124.0	7818913.0
125.0	7569635.0
126.0	7855529.0
127.0	7658538.0
128.0	7644327.0
129.0	7615815.0
130.0	7229922.0
131.0	7396533.0
132.0	6873659.0
133.0	7001037.0
134.0	6586859.0
135.0	6487154.0
136.0	6169292.0
137.0	5972434.0
138.0	6078775.0
139.0	5875567.0
140.0	6221759.0
141.0	5936561.0
142.0	6371245.0
143.0	6282121.0
144.0	6632372.0
145.0	6815522.0
146.0	6931545.0
147.0	7320045.0
148.0	6931661.0
149.0	7193521.0
150.0	6942966.0
151.0	7041237.0
152.0	6866958.0
153.0	6710132.0
154.0	6623283.0
155.0	6247652.0
156.0	6268872.0
157.0	5995693.0
158.0	6343819.0
159.0	6304839.0
160.0	6848117.0
161.0	7271524.0
162.0	7654281.0
163.0	8092612.0
164.0	8308970.0
165.0	8968776.0
166.0	9008888.0
167.0	9307454.0
168.0	9340365.0
169.0	9346194.0
170.0	9315692.0
171.0	9091428.0
172.0	9046428.0
173.0	8585572.0
174.0	8747732.0
175.0	8479190.0
176.0	8555958.0
177.0	8351303.0
178.0	8079013.0
179.0	8245098.0
180.0	8140865.0
181.0	8528942.0
182.0	8052371.0
183.0	8249473.0
184.0	8116270.0
185.0	8110124.0
186.0	8078120.0
187.0	7857400.0
188.0	8152112.0
189.0	7837010.0
190.0	7924406.0
191.0	7554415.0
192.0	7672633.0
193.0	7487199.0
194.0	7207864.0
195.0	7244167.0
196.0	6934592.0
197.0	7227670.0
198.0	6949607.0
199.0	7170365.0
200.0	7041033.0
201.0	7280843.0
202.0	7448013.0
203.0	7381080.0
204.0	7746713.0
205.0	7498056.0
206.0	7814835.0
207.0	7635792.0
208.0	7815130.0
209.0	7663352.0
210.0	7531326.0
211.0	7582721.0
212.0	7279921.0
213.0	7513423.0
214.0	7132891.0
215.0	7181108.0
216.0	6937059.0
217.0	6955568.0
218.0	7055042.0
219.0	7035046.0
220.0	7224891.0
221.0	6914150.0
222.0	7288253.0
223.0	7185681.0
224.0	7546415.0
225.0	7604604.0
226.0	7615294.0
227.0	7763306.0
228.0	7507907.0
229.0	7756832.0
230.0	7433298.0
231.0	7618153.0
232.0	7299675.0
233.0	7310584.0
234.0	7067794.0
235.0	6878370.0
236.0	7060152.0
237.0	6774757.0
238.0	7022042.0
239.0	6770727.0
240.0	6877764.0
241.0	6955619.0
242.0	7220954.0
243.0	7229530.0
244.0	7276100.0
245.0	7628806.0
246.0	7552838.0
247.0	7909467.0
248.0	7649459.0
249.0	7715282.0
250.0	7494326.0
251.0	7362075.0
252.0	7326974.0
253.0	6909524.0
254.0	7110601.0
255.0	6997948.0
256.0	7083279.0
257.0	6750703.0
258.0	6806564.0
259.0	6889582.0
260.0	6961933.0
261.0	7263906.0
262.0	7044400.0
263.0	7361598.0
264.0	7249647.0
265.0	7563050.0
266.0	7499849.0
267.0	7478512.0
268.0	7492132.0
269.0	7368269.0
270.0	7529883.0
271.0	7150901.0
272.0	7224344.0
273.0	7078690.0
274.0	7071311.0
275.0	6864135.0
276.0	6651309.0
277.0	6787831.0
278.0	6487086.0
279.0	6835694.0
280.0	6565603.0
281.0	6934301.0
282.0	7107229.0
283.0	7259693.0
284.0	7358367.0
285.0	7238788.0
286.0	7671924.0
287.0	7469360.0
288.0	7670490.0
289.0	7340803.0
290.0	7396031.0
291.0	7307677.0
292.0	7119270.0
293.0	7132812.0
294.0	6835677.0
295.0	6950193.0
296.0	6419059.0
297.0	6591530.0
298.0	6490026.0
299.0	6569758.0
300.0	6682304.0
301.0	6680507.0
302.0	7104950.0
303.0	6769229.0
304.0	7310315.0
305.0	7247842.0
306.0	7412820.0
307.0	7380210.0
308.0	7363657.0
309.0	7607264.0
310.0	7372538.0
311.0	7468213.0
312.0	6932791.0
313.0	7090420.0
314.0	6860872.0
315.0	6772713.0
316.0	6727536.0
317.0	6556983.0
318.0	6806642.0
319.0	6483294.0
320.0	6893385.0
321.0	6744759.0
322.0	7157619.0
323.0	7048807.0
324.0	7228348.0
325.0	7334269.0
326.0	7172467.0
327.0	7428416.0
328.0	7247918.0
329.0	7538873.0
330.0	7234374.0
331.0	7085484.0
332.0	6993218.0
333.0	6770751.0
334.0	6824284.0
335.0	6547241.0
336.0	6804071.0
337.0	6511465.0
338.0	6829658.0
339.0	6757600.0
340.0	6842870.0
341.0	7013112.0
342.0	6948071.0
343.0	7293354.0
344.0	7040562.0
345.0	7366646.0
346.0	7325357.0
347.0	7584747.0
348.0	7593016.0
349.0	7535170.0
350.0	7633184.0
351.0	7257344.0
352.0	7407812.0
353.0	6986312.0
354.0	7149896.0
355.0	6832308.0
356.0	6943168.0
357.0	6824301.0
358.0	6791284.0
359.0	7028373.0
360.0	6778271.0
361.0	7143270.0
362.0	7091824.0
363.0	7485353.0
364.0	7352700.0
365.0	7662396.0
366.0	7788407.0
367.0	7640631.0
368.0	7781551.0
369.0	7445760.0
370.0	7711362.0
371.0	7414689.0
372.0	7391015.0
373.0	7230982.0
374.0	6997687.0
375.0	6933843.0
376.0	6731412.0
377.0	7241950.0
378.0	7114711.0
379.0	7225969.0
380.0	6977179.0
381.0	7149469.0
382.0	7336911.0
383.0	7216175.0
384.0	7549798.0
385.0	7400363.0
386.0	7834277.0
387.0	7794433.0
388.0	7916705.0
389.0	7886614.0
390.0	7709824.0
391.0	7722555.0
392.0	7440240.0
393.0	7604398.0
394.0	7118601.0
395.0	7403040.0
396.0	7127208.0
397.0	7074367.0
398.0	7016188.0
399.0	6832998.0
400.0	7029252.0
401.0	6962194.0
402.0	7489783.0
403.0	7391222.0
404.0	7598912.0
405.0	7676421.0
406.0	7781594.0
407.0	7942153.0
408.0	7649352.0
409.0	7794027.0
410.0	7359607.0
411.0	7659412.0
412.0	7519871.0
413.0	7342718.0
414.0	7043430.0
415.0	6804270.0
416.0	7317452.0
417.0	6986406.0
418.0	7201197.0
419.0	7031113.0
420.0	7280101.0
421.0	7190276.0
422.0	7244130.0
423.0	7485930.0
424.0	7450791.0
425.0	7880782.0
426.0	7584587.0
427.0	7925883.0
428.0	7675424.0
429.0	7829227.0
430.0	7692394.0
431.0	7502188.0
432.0	7672375.0
433.0	7253663.0
434.0	7285489.0
435.0	6928129.0
436.0	7122942.0
437.0	6882503.0
438.0	6830763.0
439.0	6842400.0
440.0	6911092.0
441.0	7384769.0
442.0	7179189.0
443.0	7535081.0
444.0	7399863.0
445.0	7760146.0
446.0	7744174.0
447.0	7744478.0
448.0	7920577.0
449.0	7777258.0
450.0	8003700.0
451.0	7642513.0
452.0	7654963.0
453.0	7295558.0
454.0	7377616.0
455.0	7139717.0
456.0	6940104.0
457.0	7128967.0
458.0	6946158.0
459.0	7234252.0
460.0	7021223.0
461.0	7302399.0
462.0	7191549.0
463.0	7321620.0
464.0	7461024.0
465.0	7501459.0
466.0	7875397.0
467.0	7573784.0
468.0	7825545.0
469.0	7716950.0
470.0	7871239.0
471.0	7602625.0
472.0	7364143.0
473.0	7341644.0
474.0	7041231.0
475.0	7351643.0
476.0	6929575.0
477.0	7037524.0
478.0	6912330.0
479.0	7017829.0
480.0	7102590.0
481.0	7046604.0
482.0	7409572.0
483.0	7271388.0
484.0	7671284.0
485.0	7453930.0
486.0	7885478.0
487.0	7777093.0
488.0	7847591.0
489.0	7710680.0
490.0	7548809.0
491.0	7808447.0
492.0	7491723.0
493.0	7571593.0
494.0	7138066.0
495.0	7316831.0
496.0	7041776.0
497.0	6972602.0
498.0	7114983.0
499.0	6873506.0
500.0	7171910.0
501.0	7004264.0
502.0	7361310.0
503.0	7293849.0
504.0	7447752.0
505.0	7563210.0
